"Compounds ID","Tags","Checked","Name","Formula","Annot. Source: Predicted Compositions","Annot. Source: mzCloud Search","Annot. Source: Metabolika Search","Annot. Source: ChemSpider Search","Annot. Source: MassList Search","Annot. DeltaMass [ppm]","Calc. MW","m/z","RT [min]","Area (Max.)","# ChemSpider Results","# mzCloud Results","mzCloud Best Match","mzCloud Best Match Confidence","mzCloud Best Sim. Match","Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)","Mass List Match: HMDB Urine metabolites (v5. 4641 cpds)","MS2","Reference Ion","Group Area: cla","Group Area: cla/lps","Group Area: ctrl","Group Area: lps","Group Area: no2-cla/lps","Group CV [%]: cla","Group CV [%]: cla/lps","Group CV [%]: ctrl","Group CV [%]: lps","Group CV [%]: no2-cla/lps","Ratio: (cla) / (ctrl)","Ratio: (cla/lps) / (ctrl)","Ratio: (lps) / (ctrl)","Ratio: (no2-cla/lps) / (ctrl)","Ratio: (cla/lps) / (lps)","Ratio: (no2-cla/lps) / (lps)","Log2 Fold Change: (cla) / (ctrl)","Log2 Fold Change: (cla/lps) / (ctrl)","Log2 Fold Change: (lps) / (ctrl)","Log2 Fold Change: (no2-cla/lps) / (ctrl)","Log2 Fold Change: (cla/lps) / (lps)","Log2 Fold Change: (no2-cla/lps) / (lps)","P-value: (cla) / (ctrl)","P-value: (cla/lps) / (ctrl)","P-value: (lps) / (ctrl)","P-value: (no2-cla/lps) / (ctrl)","P-value: (cla/lps) / (lps)","P-value: (no2-cla/lps) / (lps)","Adj. P-value: (cla) / (ctrl)","Adj. P-value: (cla/lps) / (ctrl)","Adj. P-value: (lps) / (ctrl)","Adj. P-value: (no2-cla/lps) / (ctrl)","Adj. P-value: (cla/lps) / (lps)","Adj. P-value: (no2-cla/lps) / (lps)","Peak Rating (Max.)","Peak Rating: Liver-H-9.raw (F9)","Peak Rating: Liver-H-10.raw (F10)","Peak Rating: Liver-H-11.raw (F11)","Peak Rating: Liver-H-12.raw (F12)","Peak Rating: Liver-H-13.raw (F13)","Peak Rating: Liver-H-14.raw (F14)","Peak Rating: Liver-H-15.raw (F15)","Peak Rating: Liver-H-16.raw (F16)","Peak Rating: Liver-H-25.raw (F25)","Peak Rating: Liver-H-26.raw (F26)","Peak Rating: Liver-H-27.raw (F27)","Peak Rating: Liver-H-28.raw (F28)","Peak Rating: Liver-H-29.raw (F29)","Peak Rating: Liver-H-30.raw (F30)","Peak Rating: Liver-H-31.raw (F31)","Peak Rating: Liver-H-32.raw (F32)","Peak Rating: Liver-H-1.raw (F1)","Peak Rating: Liver-H-2.raw (F2)","Peak Rating: Liver-H-3.raw (F3)","Peak Rating: Liver-H-4.raw (F4)","Peak Rating: Liver-H-5.raw (F5)","Peak Rating: Liver-H-6.raw (F6)","Peak Rating: Liver-H-7.raw (F7)","Peak Rating: Liver-H-8.raw (F8)","Peak Rating: Liver-H-17.raw (F17)","Peak Rating: Liver-H-18.raw (F18)","Peak Rating: Liver-H-19.raw (F19)","Peak Rating: Liver-H-20.raw (F20)","Peak Rating: Liver-H-21.raw (F21)","Peak Rating: Liver-H-22.raw (F22)","Peak Rating: Liver-H-23.raw (F23)","Peak Rating: Liver-H-24.raw (F24)","Peak Rating: Liver-H-33.raw (F33)","Peak Rating: Liver-H-34.raw (F34)","Peak Rating: Liver-H-35.raw (F35)","Peak Rating: Liver-H-36.raw (F36)","Peak Rating: Liver-H-37.raw (F37)","Peak Rating: Liver-H-38.raw (F38)","Peak Rating: Liver-H-39.raw (F39)","Peak Rating: Liver-H-40.raw (F40)"
"315","","False","Norethynodrel","C20 H26 O2","Full match","No results","No results","Partial match","Full match","0.63","298.19347","297.18620","5.654","66473752.0949307","9","0","","","","Multiple matches found","Single match found","PreferredDDA","[M-H]-1","14639334.2054358","2130477.01088192","2136138.62829938","6580964.44628588","1731558.59319474","103.176744559077","105.05903509099","174.685998493487","144.534293480486","53.2047054913487","6.853","0.997","3.081","0.811","0.324","0.263","2.78","0.00","1.62","-0.30","-1.63","-1.93","0.387964498172253","0.99693270449627","0.409319247143487","0.99999063834227","0.617039775053812","0.365514506025827","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.747183493044644","5.8","3.3","1.2","5.8","","5.1","5.8","3.9","1.6","5.1","3.1","","","4.7","0.5","0.7","5.5","","5.4","4.1","2.7","0.7","0.2","3.3","1.7","4.5","","3.7","5.8","3.9","5.8","4.8","3.0","0.7","","0.8","2.2","0.6","","0.5","0.5"
"318","","False","2,6-di-tert-Butylphenol","C14 H22 O","Full match","Full match","No results","Partial match","Partial match","-2.00","206.16665","205.15938","6.436","39101335.5462645","14","3","99.9","10.0","","Multiple matches found","Multiple matches found","PreferredDDA","[M-H]-1","23236871.9678196","23388623.591727","23260168.5968499","26574100.1035155","29697474.2849091","36.2976786085534","39.8496047437977","23.1308714344628","45.696998363429","15.5561936014226","0.999","1.006","1.142","1.277","0.880","1.118","0.00","0.01","0.19","0.35","-0.18","0.16","0.999898837737831","0.999991580695507","0.830921785709078","0.956142322386544","0.866075700183557","0.421391173692332","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.819755507292188","8.5","7.5","7.1","7.1","7.1","6.7","7.1","7.1","7.1","7.1","7.5","7.1","7.1","6.7","7.1","7.5","7.5","7.6","7.6","7.6","7.6","7.6","7.6","7.6","8.0","6.6","1.5","7.0","6.6","6.2","7.0","6.2","6.6","8.1","7.7","8.5","8.1","8.5","7.7","7.7","8.1"
"332","","False","NP-011548","C18 H34 O3","Full match","Full match","No results","Partial match","Partial match","1.20","298.25115","297.24386","6.734","47784833.9272237","14","1","94.3","9.7","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","11391141.0650312","5441151.72446207","9980205.28941178","5524619.00729277","11540992.9140031","20.4685115033192","52.3075869997119","70.7096409388262","57.2530171895592","96.3316121766312","1.141","0.545","0.554","1.156","0.985","2.089","0.19","-0.88","-0.85","0.21","-0.02","1.06","0.999930427485521","0.146387006733872","0.0545534584389825","0.999464409980392","0.990165420594476","0.0886806255531104","0.999999999990232","0.715139682285843","0.390966596218031","0.999999999839485","0.999999999980223","0.299955370041875","7.2","1.9","","3.1","","3.4","","7.2","","1.1","1.4","0.7","","1.4","","4.6","1.6","1.3","3.9","","2.4","0.9","","","","","","0.9","","1.3","","","0.7","","1.3","","2.4","","4.1","5.4",""
"337","","False","","C19 H39 Cl O4","Full match","No results","No results","No results","No results","0.37","366.25382","365.24655","7.677","17332629.7285271","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","8892894.0973421","2254895.74872435","2464205.30950806","2767298.85784496","2459513.22635717","59.8815602622987","95.7840496310873","78.3633048773869","121.056408476391","24.366389727238","3.609","0.915","1.123","0.998","0.815","0.889","1.85","-0.13","0.17","0.00","-0.30","-0.17","0.253406216280768","0.999698384752491","0.999813594079782","0.99982047250484","0.999999947682414","0.999999999998553","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","5.1","4.7","","2.4","","3.9","2.4","2.0","5.1","2.2","2.4","","","3.7","","","2.4","2.2","3.2","","2.6","","","","","2.6","1.1","","","2.4","","","","","2.1","","","","","",""
"339","","False","(±)11(12)-EET","C20 H32 O3","Full match","Full match","No results","Not the top hit","Not the top hit","1.18","320.23552","319.22816","6.279","54950596.4624594","54","8","79.9","48.5","","Multiple matches found","Multiple matches found","PreferredDDA","[M-H]-1","7004166.63235856","6400699.76576078","15675406.4807578","5224114.73807416","15138359.604246","57.2386209393861","82.7346619871342","76.5641991118267","75.4227240451734","40.3182682548401","0.447","0.408","0.333","0.966","1.225","2.898","-1.16","-1.29","-1.59","-0.05","0.29","1.53","0.600839685831429","0.186118137910288","0.0278413005867518","0.998807290131393","0.905322717398178","0.0527060280731892","0.999999999990232","0.825903038946827","0.250188288849386","0.999999999839485","0.999999999980223","0.207329789989562","5.8","","","1.1","","4.3","4.5","4.8","2.0","5.4","","5.8","","4.2","","0.9","3.7","5.5","5.8","5.1","3.2","3.2","","4.1","3.6","4.8","","4.5","4.1","3.9","4.5","1.3","3.2","1.7","2.4","4.1","","","","5.5","0.9"
"352","","False","13,14-Dihydro-15-keto Prostaglandin A2","C20 H30 O4","No match","Invalid mass","No match","No match","No match","-53887.86","316.20431","315.19703","4.455","39319015.518021","42","12","92.7","9.6","","Multiple matches found","Multiple matches found","PreferredDDA","[M-H]-1","9825420.54615243","11317011.2085094","14377221.2830709","4662854.41786549","10491676.3658623","69.7564086204208","53.56006642631","74.1118128784795","96.0866503930521","62.8374830124264","0.683","0.787","0.324","0.730","2.427","2.250","-0.55","-0.35","-1.62","-0.45","1.28","1.17","0.981187438007473","0.971115891710513","0.101163390403687","0.999980909366096","0.317156443125047","0.0826619213857634","0.999999999990232","0.999999999971901","0.57854083507972","0.999999999839485","0.999999999980223","0.287098965983725","6.6","5.8","6.2","5.8","5.8","5.2","6.2","6.2","3.5","4.8","3.7","6.6","4.7","5.1","6.2","5.5","5.8","5.8","5.2","4.7","5.5","5.8","6.2","4.8","5.8","4.5","","6.0","4.8","4.8","5.5","5.8","4.5","5.8","4.7","6.2","5.5","5.8","5.5","5.8","5.5"
"357","","False","Norethynodrel","C20 H26 O2","Full match","No results","No results","Partial match","Full match","0.86","298.19354","297.18626","5.843","48208247.8535177","9","0","","","","Multiple matches found","Single match found","PreferredDDA","[M-H]-1","2880317.22403902","1653869.79346849","946971.419772392","1708379.53756432","1200421.51773774","118.668682053884","77.5291110429092","249.112061701618","125.220292323611","58.676136899872","3.042","1.746","1.804","1.268","0.968","0.703","1.60","0.80","0.85","0.34","-0.05","-0.51","0.976533041808991","0.988874614159967","0.994778169534679","0.999984601670541","0.905913286597761","0.988563240090186","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","5.5","4.8","","5.2","","4.3","4.3","","","","","","","","0.5","0.7","","5.5","","1.6","","","","","1.7","2.3","","","4.7","","2.0","","","0.7","","0.8","","2.1","","0.5","0.5"
"363","","False","","C18 H39 N4 O3 P","Full match","No results","No results","No match","No match","4.48","390.27773","389.27038","4.875","47383981.3705346","13","0","","","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","1716700.44035251","1945019.42352283","6596318.48268971","1574155.44933412","7895820.40498266","105.600542444681","168.699316108406","78.1049833921468","80.4786749035513","121.903556354667","0.260","0.295","0.239","1.197","1.236","5.016","-1.94","-1.76","-2.07","0.26","0.31","2.33","0.751588505422765","0.637006866235603","0.19281936390788","0.996920181022239","0.916850798006985","0.098016724634637","0.999999999990232","0.999999999971901","0.860735969294112","0.999999999839485","0.999999999980223","0.323092166388248","6.2","3.6","5.1","1.2","5.8","0.5","0.8","","","","","","","","2.2","5.5","","0.8","","3.9","3.3","4.3","4.3","3.3","5.1","","","","","0.8","","1.8","","6.2","3.0","5.1","","4.7","3.0","5.1","2.0"
"366","","False","Norethynodrel","C20 H26 O2","Full match","No results","No results","Partial match","Full match","1.12","298.19361","297.18634","6.413","30065905.4536984","9","0","","","","Multiple matches found","Single match found","PreferredDDA","[M-H]-1","6661276.04902185","5924859.2798054","7277675.40761832","4626542.60677375","6876094.94561164","77.505310997776","88.0334219318392","100.871799102156","61.3679318804726","64.1342743409536","0.915","0.814","0.636","0.945","1.281","1.486","-0.13","-0.30","-0.65","-0.08","0.36","0.57","0.997817847021419","0.903716299201121","0.761649633343764","0.999998666151963","0.998014634940791","0.734101673536289","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.6","6.6","5.5","6.2","6.2","3.1","6.0","2.7","5.5","4.5","4.1","","4.2","6.2","4.7","5.8","6.2","","2.5","6.6","6.0","3.9","5.8","5.8","5.6","3.3","","6.0","4.5","3.9","4.8","5.5","4.5","5.8","2.2","5.5","4.2","4.1","4.3","5.8","4.1"
"371","","False","Resolvin E1","C20 H30 O5","Full match","Full match","No results","Not the top hit","Not the top hit","1.18","350.20974","349.20245","3.567","45905151.0202979","25","11","86.7","9.3","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","5563468.03487913","7853709.28749358","5793506.674532","10937282.667452","7762564.15935695","43.6503590399148","41.210038264413","83.0043166808032","101.858406344603","58.1607286462829","0.960","1.356","1.888","1.340","0.718","0.710","-0.06","0.44","0.92","0.42","-0.48","-0.49","0.999999963751647","0.974256589206687","0.99949843022749","0.99900769753311","0.995164386683776","0.999999346110178","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.2","2.6","2.6","3.2","1.8","3.0","2.8","5.5","2.6","3.6","3.3","5.5","1.4","3.6","","1.4","4.7","5.1","","5.1","3.9","3.0","1.1","4.1","","4.3","","3.6","4.7","","5.1","6.2","3.9","0.9","2.4","1.3","0.5","1.4","2.8","1.1","1.1"
"380","","False","","C27 H38 N4 O2","Full match","No results","No results","No results","No results","-1.44","450.29883","449.29145","4.122","27850200.8056743","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","3793181.4403949","664062.554123201","3047898.99406824","4583702.53043547","3705314.16421921","116.244897614758","119.922365617769","116.466894714227","104.659194861448","66.5073598846475","1.245","0.218","1.504","1.216","0.145","0.808","0.32","-2.20","0.59","0.28","-2.79","-0.31","0.999903797353957","0.402680278335733","0.99981383458947","0.947946287104246","0.501639034353318","0.979569301530959","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.2","5.6","4.0","3.7","0.8","5.8","6.2","5.5","1.7","","","","2.0","2.5","1.8","2.6","4.8","5.1","3.7","2.6","1.8","0.5","3.0","1.8","2.7","","","2.6","4.8","5.5","3.7","5.1","3.9","3.0","2.1","2.6","","0.7","3.7","1.8","2.3"
"391","","False","","C20 H33 Cl O3","Full match","No results","No results","No results","No results","1.46","356.21234","355.20506","6.280","46941540.0147117","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","10882559.0016604","6399322.88640277","17601542.1234787","9201451.27464054","14492667.8974055","66.100767193738","59.9579388132758","62.7612267858785","56.5313040755735","28.6325336576155","0.618","0.364","0.523","0.823","0.695","1.575","-0.69","-1.46","-0.94","-0.28","-0.52","0.66","0.909537508072593","0.10127063096242","0.29362936441352","0.999578388675996","0.978619617098178","0.400792772833128","0.999999999990232","0.567753458623963","0.99999999999954","0.999999999839485","0.999999999980223","0.792679039603298","6.5","5.2","4.5","4.8","4.7","4.3","4.7","5.1","4.1","5.6","4.5","","5.5","4.5","5.5","4.7","5.5","5.5","5.8","5.1","4.7","3.9","3.9","4.1","5.5","5.1","","4.7","4.3","3.9","4.7","4.7","4.7","6.1","5.3","5.3","5.7","6.1","5.7","6.5","6.1"
"408","","False","Norethynodrel","C20 H26 O2","Full match","No results","No results","Partial match","Full match","0.99","298.19358","297.18630","5.263","26635758.5952986","9","0","","","","Multiple matches found","Single match found","PreferredDDA","[M-H]-1","2161850.25853847","6112823.93887283","2933164.89694375","3301248.61595013","3539259.49075406","152.110468394869","97.6853151814615","96.0714993408838","110.96804870196","47.7838006910274","0.737","2.084","1.125","1.207","1.852","1.072","-0.44","1.06","0.17","0.27","0.89","0.10","0.99997460183924","0.999992383241594","0.992417127593244","0.998261761249544","0.986105188288605","0.948701362149649","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.6","6.0","2.7","6.6","4.2","3.1","2.2","4.2","4.2","4.7","6.6","","5.6","6.6","4.8","3.1","6.0","4.1","3.5","5.8","3.1","6.2","2.7","5.8","3.3","6.0","","6.6","6.6","2.7","3.7","4.5","4.6","3.7","5.5","3.3","5.2","6.0","3.3","5.6","5.6"
"409","","False","Resolvin E1","C20 H30 O5","Full match","Full match","No results","Not the top hit","Not the top hit","1.05","350.20969","349.20241","4.053","41944296.4897424","25","11","87.4","9.4","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","8472141.21417341","10505972.6081062","11161733.7402811","12584647.665549","14033653.3214547","42.6764321418215","41.1200461440461","91.1108137015527","81.0732671078776","51.9148512121106","0.759","0.941","1.127","1.257","0.835","1.115","-0.40","-0.09","0.17","0.33","-0.26","0.16","0.999996704298484","0.99962336889127","0.999687614293631","0.941584492948957","0.994820590208071","0.876808727633339","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.2","2.8","5.2","4.7","5.1","5.2","5.1","5.1","5.2","4.7","4.5","4.1","2.4","5.1","2.8","2.4","4.3","5.8","","6.2","5.5","4.3","3.9","5.5","2.6","5.5","","4.7","5.5","1.1","3.6","5.8","4.7","2.4","2.8","2.8","2.2","2.0","2.0","2.4","1.1"
"415","","False","","C20 H28 Cl O5 P","Full match","No results","No results","No match","No match","-0.05","414.13627","413.12899","6.420","44554556.4670525","5","0","","","","Single match found","Single match found","PreferredDDA","[M-H]-1","6472574.14035851","5814974.91758344","11336365.4822667","22371187.2317981","8034297.00491514","103.188323580747","69.4465511296332","84.1228481587894","67.3512046310149","104.454584548463","0.571","0.513","1.973","0.709","0.260","0.359","-0.81","-0.96","0.98","-0.50","-1.94","-1.48","0.98251584334387","0.772295196601927","0.999536462896608","0.999999981589752","0.648297483323121","0.999665213287991","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.6","3.3","4.8","3.3","2.6","6.2","4.3","2.8","2.4","1.8","2.8","","3.2","6.6","3.3","2.6","1.8","3.2","6.2","3.6","5.8","4.5","3.2","2.2","4.2","3.6","","5.2","4.3","3.2","6.2","2.0","2.0","2.4","2.4","1.4","2.8","1.7","5.8","3.0","3.0"
"430","","False","","","No results","No results","No results","No results","No results","","445.26806","444.26079","3.385","48535034.3797467","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","9339343.83989184","11610942.1382649","7583502.83130552","24552910.8073043","8524164.38191796","101.537009375145","62.4263234835261","65.4429930640555","72.5205278164194","62.3928749408846","1.232","1.531","3.238","1.124","0.473","0.347","0.30","0.61","1.69","0.17","-1.08","-1.53","0.998713017245765","0.999437963099055","0.991284069049095","0.987009462981465","0.999384142546941","0.876652576203869","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.0","","","1.7","","","5.8","5.1","5.6","2.8","4.7","","2.4","","3.2","5.5","","4.3","","","4.3","2.4","","","6.0","4.5","","","","5.1","4.7","3.2","2.4","5.5","","","","3.2","","2.4",""
"433","","False","","C15 H33 Cl N6 O S","Full match","No results","No results","No match","No match","-0.30","380.21239","379.20509","6.336","64913855.8068697","1","0","","","","Single match found","No matches found","PreferredDDA","[M-H]-1","11787394.3554064","13704056.4158776","28080004.948518","15557975.6466637","36615458.9212396","55.6144514559484","67.8538128626942","67.3479072933666","61.603653055142","24.3749251274207","0.420","0.488","0.554","1.304","0.881","2.353","-1.25","-1.03","-0.85","0.38","-0.18","1.23","0.893914570021152","0.472949433277043","0.653600488263844","0.938814518709884","0.998335791610808","0.230547592050005","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.551497210205352","5.1","","3.6","3.2","","3.9","5.1","","","2.8","3.6","","3.9","3.2","3.2","2.8","3.6","","3.6","1.7","5.1","3.2","3.2","2.6","3.2","","","","3.2","","3.2","","","4.2","3.4","3.8","","3.8","4.2","4.2",""
"445","","False","","","No results","No results","No results","No results","No results","","316.08284","315.07557","5.321","24237471.0312686","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","209121.844717946","225791.672721096","193797.511387511","305024.023285075","226230.675568572","126.576854048014","36.2194919805811","160.282409554276","258.298700340765","30.0659292097804","1.079","1.165","1.574","1.167","0.740","0.742","0.11","0.22","0.65","0.22","-0.43","-0.43","0.999998284490598","0.901574251596209","0.998732352037233","0.832526497134133","0.776568491301957","0.682330673874283","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","5.2","","","","","3.9","1.6","3.3","","","","0.7","","","","","","4.5","5.2","","","","","","","","","","","4.7","","","","","","2.2","2.2","","","",""
"447","","False","4-Dodecylbenzenesulfonic acid","C18 H30 O3 S","Full match","Full match","No results","Full match","Partial match","0.88","326.19185","325.18458","8.762","40651735.8262938","2","3","99.6","10.0","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","833451.90908982","3637163.5646731","830105.690577265","3160917.46855233","916412.252090077","103.433439426584","136.520828093348","64.3878604752935","105.574759219123","222.473932537254","1.004","4.382","3.808","1.104","1.151","0.290","0.01","2.13","1.93","0.14","0.20","-1.79","0.886141972658448","0.106494408471636","0.0828783915055933","0.71316720123577","0.999953990116695","0.641788350448996","0.999999999990232","0.587783091719417","0.515387783293795","0.999999999839485","0.999999999980223","0.999999999998553","6.0","2.1","3.6","2.1","","5.0","","4.8","","4.1","","","4.3","4.2","","3.5","3.9","","3.0","2.3","","3.5","5.8","4.2","4.4","6.0","","","","2.2","2.6","2.0","1.6","4.3","3.5","2.5","2.0","4.6","2.7","3.9","2.1"
"448","","False","Yakuchinone-A","C20 H24 O3","Full match","No results","No results","Partial match","Full match","1.85","312.17312","311.16585","5.059","46951772.276544","12","0","","","","Multiple matches found","Single match found","PreferredDDA","[M-H]-1","5321276.89907518","5800790.95159877","12362856.441691","6020129.08536611","9448610.12798028","69.3933150803841","50.2833770971712","87.2050584759508","50.8791146378056","57.0388557420207","0.430","0.469","0.487","0.764","0.964","1.570","-1.22","-1.09","-1.04","-0.39","-0.05","0.65","0.305302081526737","0.186973075670158","0.167488136843564","0.996227818076479","0.999997180156683","0.313743596935206","0.999999999990232","0.826862297373619","0.804452558183419","0.999999999839485","0.999999999980223","0.674880486458811","6.2","4.8","3.7","3.7","5.5","","3.0","","","3.3","2.2","2.1","","3.0","","3.2","4.1","","","5.1","2.6","3.9","6.2","3.0","6.2","","","1.8","","","","","2.6","","","","","","3.9","",""
"451","","False","","C5 H3 Br N2 O3","Full match","No results","No results","No results","No results","-2.37","217.93219","216.92491","0.530","25457322.2900004","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","2480136.77137452","4313274.08421642","3618431.06873309","5743081.46911473","3068891.67558855","152.116092055783","47.2440521230992","73.4894722768417","52.566919939316","46.0894823787858","0.685","1.192","1.587","0.848","0.751","0.534","-0.54","0.25","0.67","-0.24","-0.41","-0.90","0.99878372001591","0.965717094829801","0.591669157745476","0.970920170068033","0.924124588870251","0.914739606678711","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.6","6.0","5.0","6.4","4.1","3.1","","4.6","6.6","6.0","6.4","","5.2","5.6","3.7","3.0","6.0","4.8","6.1","6.0","5.6","4.1","4.8","5.8","4.8","6.2","","6.2","5.6","6.5","6.6","6.4","6.0","3.7","6.6","4.5","5.2","3.9","5.2","5.2","4.8"
"463","","False","","C20 H40 Cl N4 O4 P","Full match","No results","No results","No results","No results","-1.46","466.24689","465.23961","3.616","45048703.2969789","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","13629387.2363518","20884699.8354507","17943051.1239436","25640298.672689","17811667.8138182","55.8263854366233","48.9132846885187","37.7057579631416","64.6953839613283","49.3942850394256","0.760","1.164","1.429","0.993","0.815","0.695","-0.40","0.22","0.51","-0.01","-0.30","-0.53","0.996341485088936","0.999501481874304","0.984439838227429","0.999241261065963","0.946090984140816","0.939758385620184","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","5.8","2.4","3.2","3.6","3.2","1.7","3.9","5.8","0.5","3.2","2.0","3.0","3.2","3.2","2.4","","3.2","2.9","4.4","3.3","2.6","2.6","3.3","4.4","3.3","1.4","","2.4","4.3","4.3","2.4","2.4","1.7","1.7","3.9","2.4","2.2","2.4","2.0","4.7","2.8"
"474","","False","","C17 H30 O P2","Full match","No results","No results","No match","No results","-3.03","312.17624","311.16897","8.791","33910266.3120876","1","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","298985.521522623","1165329.33874793","254398.624059729","9603703.55805523","270583.626246406","135.641857018668","109.769496833095","126.256672403736","88.2074361077327","127.707598537728","1.175","4.581","37.751","1.064","0.121","0.028","0.23","2.20","5.24","0.09","-3.04","-5.15","0.999827026277101","0.813401065820515","0.00338708253602049","0.998315428281867","0.0546270252842921","0.00148400727813058","0.999999999990232","0.999999999971901","0.060756764892955","0.999999999839485","0.999999999980223","0.020319484269788","5.2","","2.3","2.3","2.5","","4.5","4.8","4.5","5.2","5.2","","4.6","","4.8","","","","2.1","2.9","4.8","4.8","5.2","","","4.7","","2.5","3.6","4.3","3.2","3.6","5.1","3.1","","2.5","","","","",""
"489","","False","NNAL-N-glucuronide","C16 H24 N3 O8","No results","No results","No results","Full match","Full match","-2.74","386.15528","385.14800","7.346","19677576.2917195","1","0","","","","Single match found","Single match found","PreferredDDA","[M-H]-1","950737.625182409","441018.967295381","636536.141577366","1048184.23316062","701453.133426459","126.29613384318","37.0799804700706","152.061114502397","162.07888194665","22.2727360967637","1.494","0.693","1.647","1.102","0.421","0.669","0.58","-0.53","0.72","0.14","-1.25","-0.58","0.90211856563125","0.362997679437438","0.999994660773068","0.926311448452272","0.400795328719638","0.945618965664832","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","4.7","","","","","1.3","2.0","2.8","","","","","","","","","","3.2","3.2","","","","","","","","","","","4.7","","1.4","2.6","","","","","","","",""
"494","","False","","C18 H36 Cl2 O3","Full match","No results","No results","No results","No match","1.67","370.20477","369.19749","6.758","35629752.4189197","0","0","","","","Single match found","No matches found","PreferredDDA","[M-H]-1","3793545.77059495","2020159.44443676","4255448.59198506","3405070.01469441","3392334.64290032","111.334264033619","88.4441351408212","92.4949767138416","114.399444765673","68.7697845443745","0.891","0.475","0.800","0.797","0.593","0.996","-0.17","-1.07","-0.32","-0.33","-0.75","-0.01","0.975924469556149","0.257501351172935","0.718814178529883","0.988177572085856","0.926042892219757","0.93735835848758","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.2","1.8","3.0","4.5","2.2","6.2","4.7","5.5","4.8","1.2","1.6","","2.6","5.5","1.8","1.8","4.1","5.5","5.5","3.0","5.6","3.3","2.2","5.0","2.6","2.3","","2.6","3.3","3.6","5.2","3.7","2.3","2.2","3.6","2.7","1.3","2.6","2.6","2.6","2.2"
"496","","False","","C22 H40 N2 O4","Full match","No results","No results","No results","No results","0.77","396.29911","395.29187","3.860","21540921.8465145","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","816806.280574122","768847.778369306","1473080.89577159","1122573.42706946","1695884.68946818","131.002235072158","122.270173490351","102.738372275651","103.719059834228","142.542674069863","0.554","0.522","0.762","1.151","0.685","1.511","-0.85","-0.94","-0.39","0.20","-0.55","0.60","0.999697394625638","0.989079268588232","0.993188229880792","0.667743479727777","0.896516129856763","0.886679402098635","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","7.0","","","2.1","2.5","3.7","1.6","1.2","6.0","","2.0","","3.3","1.0","2.3","0.8","2.0","4.5","3.7","","3.3","","5.2","","0.6","1.0","","3.9","5.0","5.6","5.2","4.2","5.6","1.8","6.2","","7.0","3.7","3.9","","1.0"
