"Compounds ID","Tags","Checked","Name","Formula","Annot. Source: Predicted Compositions","Annot. Source: mzCloud Search","Annot. Source: Metabolika Search","Annot. Source: ChemSpider Search","Annot. Source: MassList Search","Annot. DeltaMass [ppm]","Calc. MW","m/z","RT [min]","Area (Max.)","# ChemSpider Results","# mzCloud Results","mzCloud Best Match","mzCloud Best Match Confidence","mzCloud Best Sim. Match","Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)","Mass List Match: HMDB Urine metabolites (v5. 4641 cpds)","MS2","Reference Ion","Group Area: cla","Group Area: cla/lps","Group Area: ctrl","Group Area: lps","Group Area: no2-cla/lps","Group CV [%]: cla","Group CV [%]: cla/lps","Group CV [%]: ctrl","Group CV [%]: lps","Group CV [%]: no2-cla/lps","Ratio: (cla) / (ctrl)","Ratio: (cla/lps) / (ctrl)","Ratio: (lps) / (ctrl)","Ratio: (no2-cla/lps) / (ctrl)","Ratio: (cla/lps) / (lps)","Ratio: (no2-cla/lps) / (lps)","Log2 Fold Change: (cla) / (ctrl)","Log2 Fold Change: (cla/lps) / (ctrl)","Log2 Fold Change: (lps) / (ctrl)","Log2 Fold Change: (no2-cla/lps) / (ctrl)","Log2 Fold Change: (cla/lps) / (lps)","Log2 Fold Change: (no2-cla/lps) / (lps)","P-value: (cla) / (ctrl)","P-value: (cla/lps) / (ctrl)","P-value: (lps) / (ctrl)","P-value: (no2-cla/lps) / (ctrl)","P-value: (cla/lps) / (lps)","P-value: (no2-cla/lps) / (lps)","Adj. P-value: (cla) / (ctrl)","Adj. P-value: (cla/lps) / (ctrl)","Adj. P-value: (lps) / (ctrl)","Adj. P-value: (no2-cla/lps) / (ctrl)","Adj. P-value: (cla/lps) / (lps)","Adj. P-value: (no2-cla/lps) / (lps)","Peak Rating (Max.)","Peak Rating: Liver-H-9.raw (F9)","Peak Rating: Liver-H-10.raw (F10)","Peak Rating: Liver-H-11.raw (F11)","Peak Rating: Liver-H-12.raw (F12)","Peak Rating: Liver-H-13.raw (F13)","Peak Rating: Liver-H-14.raw (F14)","Peak Rating: Liver-H-15.raw (F15)","Peak Rating: Liver-H-16.raw (F16)","Peak Rating: Liver-H-25.raw (F25)","Peak Rating: Liver-H-26.raw (F26)","Peak Rating: Liver-H-27.raw (F27)","Peak Rating: Liver-H-28.raw (F28)","Peak Rating: Liver-H-29.raw (F29)","Peak Rating: Liver-H-30.raw (F30)","Peak Rating: Liver-H-31.raw (F31)","Peak Rating: Liver-H-32.raw (F32)","Peak Rating: Liver-H-1.raw (F1)","Peak Rating: Liver-H-2.raw (F2)","Peak Rating: Liver-H-3.raw (F3)","Peak Rating: Liver-H-4.raw (F4)","Peak Rating: Liver-H-5.raw (F5)","Peak Rating: Liver-H-6.raw (F6)","Peak Rating: Liver-H-7.raw (F7)","Peak Rating: Liver-H-8.raw (F8)","Peak Rating: Liver-H-17.raw (F17)","Peak Rating: Liver-H-18.raw (F18)","Peak Rating: Liver-H-19.raw (F19)","Peak Rating: Liver-H-20.raw (F20)","Peak Rating: Liver-H-21.raw (F21)","Peak Rating: Liver-H-22.raw (F22)","Peak Rating: Liver-H-23.raw (F23)","Peak Rating: Liver-H-24.raw (F24)","Peak Rating: Liver-H-33.raw (F33)","Peak Rating: Liver-H-34.raw (F34)","Peak Rating: Liver-H-35.raw (F35)","Peak Rating: Liver-H-36.raw (F36)","Peak Rating: Liver-H-37.raw (F37)","Peak Rating: Liver-H-38.raw (F38)","Peak Rating: Liver-H-39.raw (F39)","Peak Rating: Liver-H-40.raw (F40)"
"1288","","False","","C17 H37 N4 O4 P S3","Full match","No results","No results","No match","No match","3.89","488.17335","487.16607","5.845","16434926.7999862","7","0","","","","Single match found","No matches found","PreferredDDA","[M-H]-1","1554987.28009835","719408.550099439","2308372.22804688","6697844.13124844","288795.816268489","145.261815504824","95.0500308538761","100.700771870732","67.9215256971114","171.556278098076","0.674","0.312","2.902","0.125","0.107","0.043","-0.57","-1.68","1.54","-3.00","-3.22","-4.54","0.999999820558326","0.76408936609836","0.367319442059497","0.320156045512053","0.0356867543789366","0.00509528782093205","0.999999999990232","0.999999999971901","0.99999999999954","0.784685385213706","0.9823782028355","0.0471148692013457","4.8","1.8","","1.6","","2.0","0.7","","2.0","2.7","1.1","","","","","","","","3.2","3.0","2.2","","","4.1","","3.2","","1.4","2.8","1.1","3.6","4.8","3.3","","0.7","","","","","",""
"1298","","False","","C26 H45 N3 O7 S","Full match","No results","No results","No results","No results","-1.26","543.29714","542.28986","5.769","9410685.25590268","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","2274420.72917849","457569.407795359","431322.664283257","3442204.889265","267445.672273691","80.0383260645456","105.976448351664","181.201241861861","89.8169146969717","16.1366114437451","5.273","1.061","7.981","0.620","0.133","0.078","2.40","0.09","3.00","-0.69","-2.91","-3.69","0.789476038205511","0.995435238404212","0.307357039092307","0.58125273489828","0.157749921665496","0.0124363246341281","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.0802519025200642","5.5","1.6","","3.3","","","1.8","1.8","","","","","","","","","2.7","2.4","","4.6","2.0","","","2.9","","3.0","","3.5","5.5","","3.7","4.1","2.4","","","","","","","",""
"1309","","False","","C20 H34 N4 O2","Full match","No results","No results","No results","No results","-2.32","362.26734","361.26006","6.787","5979471.86377937","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","1061085.90270731","1133659.88561376","1706377.2901808","3043762.79192567","389973.943979682","103.42228337598","96.2251364725279","76.8143234673659","56.6372579935317","41.5871360646386","0.622","0.664","1.784","0.229","0.372","0.128","-0.69","-0.59","0.83","-2.13","-1.42","-2.96","0.999978283658409","0.877901398275156","0.923948694293997","0.3947729405485","0.412639577639746","0.0908975073553443","0.999999999990232","0.999999999971901","0.99999999999954","0.895153928887044","0.999999999980223","0.303845188906127","6.4","5.2","3.9","6.0","","2.7","3.5","2.3","5.0","5.8","3.9","","","3.3","","","4.1","5.0","3.0","5.6","3.9","","","4.1","4.0","6.4","","3.3","3.7","1.1","3.3","3.7","5.4","","","","","","","",""
"1313","","False","","C18 H32 O6","Full match","No results","No results","No results","No results","1.22","344.22031","343.21297","2.906","47738376.1906752","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","1696864.96456282","10929248.7094912","3755770.45518075","12248104.4436152","1611403.25294449","184.98769192086","88.4648036661693","97.2860856369413","104.65044742962","45.8953793732981","0.452","2.910","3.261","0.429","0.892","0.132","-1.15","1.54","1.71","-1.22","-0.16","-2.93","0.999613523141434","0.660142995558284","0.75495465558852","0.997241506023805","0.999843468644037","0.55320959721504","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.954852436023432","5.5","","","","","","","2.8","","","","","","","","","","","3.6","","","","","3.6","3.7","","","5.5","","","","","0.5","","","","","0.5","","","0.7"
"1317","","False","13,14-dihydro-15-keto-tetranor Prostaglandin E2","C16 H26 O5","No match","Invalid mass","No results","No match","No match","-261694.32","220.14653","279.16048","5.372","6733229.95688202","24","2","54.4","43.8","","Single match found","Single match found","OtherDDA","[M-H+HAc]-1","2377174.53193109","1693037.33898897","4723728.20734708","1385574.28648595","2512229.71636242","73.0195571745266","68.832821664172","24.1877817969761","85.8573330036331","34.6416201361324","0.503","0.358","0.293","0.532","1.222","1.813","-0.99","-1.48","-1.77","-0.91","0.29","0.86","0.514408215283152","0.081227840821875","0.0408553927837887","0.602282914235716","0.998092773159245","0.560566063529122","0.999999999990232","0.490612538323752","0.312785372710296","0.999999999839485","0.999999999980223","0.95861883304973","6.6","6.0","6.4","4.5","4.1","0.8","5.0","","5.8","1.6","3.5","","4.5","3.1","2.7","6.4","2.3","5.5","5.9","6.6","4.7","5.9","5.9","6.6","6.2","5.4","0.0","2.7","6.0","4.1","3.1","2.7","0.5","6.5","5.9","5.4","4.4","3.6","6.5","6.5","6.1"
"1360","","False","","C6 H14 Br O7 P3 S","Full match","No results","No results","No results","No results","-2.33","401.88471","400.87743","0.552","4524124.87057823","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","163636.224128726","175698.69232344","171181.248166341","108771.278817541","87519.8185900806","200.194712987088","70.1775593256236","194.669586140445","101.566960723404","52.4519523509956","0.956","1.026","0.635","0.511","1.615","0.805","-0.07","0.04","-0.65","-0.97","0.69","-0.31","0.98835518915178","0.917942876183078","0.7285911803487","0.557557139257833","0.994080490121122","0.998602277858937","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.4","3.5","","","","","","","6.4","3.3","2.9","","1.0","2.7","4.5","","5.5","","","0.4","","","4.0","4.5","","2.1","","1.9","","","4.5","","","","","","","","","4.5","4.8"
"1376","","False","","C18 H35 Cl O5","Full match","No results","No results","No match","No match","2.25","366.21812","365.21083","5.129","4832276.42673157","2","0","","","","Single match found","Single match found","PreferredDDA","[M-H]-1","563660.625398022","576446.428005919","499138.728529138","1268795.49136585","274705.409623428","94.5832417725914","142.288487819069","109.768743914316","68.3303237551716","195.728022965176","1.129","1.155","2.542","0.550","0.454","0.217","0.18","0.21","1.35","-0.86","-1.14","-2.21","0.999999614218075","0.99978243297936","0.872153157410611","0.995601165055986","0.933868269393912","0.673526205718958","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","4.6","","","2.0","","2.7","4.6","2.9","2.0","2.5","","","1.7","","1.2","","3.7","1.8","2.3","0.8","0.8","","","","","","","1.6","3.6","4.1","4.2","2.0","3.1","","4.1","","","0.6","","",""
"1377","","False","","C31 H41 N3 O7","Full match","No results","No results","No results","No results","3.52","567.29644","566.28917","5.733","9078462.30070877","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","1333866.84941366","401067.927397668","431665.07397435","4883168.26281542","163138.688940629","83.5117364140409","139.678820751721","190.706761148607","76.1078712212428","21.2645938617769","3.090","0.929","11.312","0.378","0.082","0.033","1.63","-0.11","3.50","-1.40","-3.61","-4.90","0.842309297279172","0.998849317542192","0.0959459455033838","0.472164731395334","0.0533212438616855","0.00137876429762407","0.999999999990232","0.999999999971901","0.560120932241072","0.998633300943825","0.999999999980223","0.019642895535528","5.4","0.8","","3.3","","3.9","1.4","4.1","","2.1","0.2","","","","","","3.7","3.0","","","1.2","","","1.7","","3.1","","2.2","4.3","5.4","3.3","2.2","3.3","","","","","","","",""
"1393","","False","","C15 H13 Br O2","Full match","No results","No results","No results","No results","1.50","304.01035","303.00307","5.428","8756491.98302204","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","842882.161516031","678993.369121315","1855520.94326654","782899.306114542","484168.822581039","64.5369080493158","79.1719167340962","105.389243995868","66.7917369179361","126.971077536603","0.454","0.366","0.422","0.261","0.867","0.618","-1.14","-1.45","-1.24","-1.94","-0.21","-0.69","0.307735024255763","0.0620617025597213","0.19527246601468","0.0608676307649823","0.980211413265013","0.979064360663041","0.999999999990232","0.412971329182445","0.866255425560451","0.245539677646841","0.999999999980223","0.999999999998553","5.2","2.1","","2.0","","","3.1","2.3","2.7","0.8","","","2.3","1.2","2.5","","5.0","2.0","1.2","3.6","2.6","","5.2","2.7","5.2","0.5","","0.5","0.5","","5.0","1.6","0.6","2.7","1.8","1.7","0.6","1.0","1.2","1.9",""
"1397","","False","","C21 H47 N5 O6 P2","Full match","No results","No results","No match","No results","3.40","527.30195","526.29467","5.796","8570980.65144526","4","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","3734905.40183173","1107303.21699476","1241341.00450115","1646333.54451868","271947.02476012","87.1501024637142","109.405006046134","77.2332662339335","66.0389866366492","18.8128455462421","3.009","0.892","1.326","0.219","0.673","0.165","1.59","-0.16","0.41","-2.19","-0.57","-2.60","0.750575085558813","0.998306050999321","0.884865063810441","0.367129115232323","0.968667887229756","0.0639346445635653","0.999999999990232","0.999999999971901","0.99999999999954","0.858443120017781","0.999999999980223","0.238332287587741","5.5","4.1","","5.5","","3.7","1.1","3.0","1.4","4.1","2.6","","","3.7","","","","2.7","0.8","1.2","1.8","","","0.5","","","","","1.6","0.7","4.1","3.1","","","","","","","","",""
"1399","","False","","","No results","No results","No results","No results","No results","","289.71954","288.71227","0.634","4276965.59628724","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","81182.7693774566","58430.6454168276","81505.948512858","51647.6761368833","49649.8298876213","215.424427360808","58.0612080412156","137.459186016427","53.3551427597269","37.2077270303223","0.996","0.717","0.634","0.609","1.131","0.961","-0.01","-0.48","-0.66","-0.72","0.18","-0.06","0.998128519625325","0.505113997345357","0.397274743219425","0.382205728604256","0.999736777458693","0.999999870380415","0.999999999990232","0.999999999971901","0.99999999999954","0.877840254084614","0.999999999980223","0.999999999998553","5.2","5.2","","2.0","","","","","","","","","","","","","","","","","","","","5.0","5.2","","","","","","","","","","","","","","","",""
"1411","","False","[Similar to: Glycerol 3-phosphate; ?Mass: 57.9584 Da]","C3 H9 Cl N4 P2 S","Full match","Invalid mass","No results","No results","No match","4.04","229.97210","228.96482","0.954","44972667.4821464","0","1","","","61.8","Single match found","No matches found","PreferredDDA","[M-H]-1","10081258.9243123","2342228.12446195","4771058.7834618","17417230.1947185","372468.406606563","85.144831873146","114.001583399395","120.661601798563","68.3266638919474","176.114479271281","2.113","0.491","3.651","0.078","0.134","0.021","1.08","-1.03","1.87","-3.68","-2.89","-5.55","0.939610228002451","0.984423116222483","0.283061062060992","0.396778005674773","0.106522626976918","0.00477805089253469","0.999999999990232","0.999999999971901","0.99999999999954","0.89684425409663","0.999999999980223","0.0466023593902014","5.8","5.5","","5.1","","3.2","3.2","3.9","2.2","","5.6","","4.4","","","","5.8","3.9","4.3","5.2","","","","3.7","","4.7","","5.8","5.1","4.3","5.8","5.8","","","","","","","","",""
"1440","","False","","C25 H54 Cl N3 O6 S","Full match","No results","No results","No results","No results","-1.62","559.34128","558.33400","6.610","6801531.22530568","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","1764816.075802","611866.174295344","1119137.15444826","2609117.88186582","204827.256854128","93.142262564331","91.2690844389643","100.798456167986","74.9311220652204","21.7684538239777","1.577","0.547","2.331","0.183","0.235","0.079","0.66","-0.87","1.22","-2.45","-2.09","-3.67","0.98174012540713","0.894393780019374","0.766473382991654","0.240259010994482","0.253740413117497","0.0187376516887894","0.999999999990232","0.999999999971901","0.99999999999954","0.656677220069372","0.999999999980223","0.105048881908803","5.6","2.7","","2.7","","3.7","3.7","5.6","","3.5","5.4","","","3.1","","","1.2","3.3","2.7","2.2","2.6","","","3.3","","3.3","","3.0","2.7","3.0","5.6","1.8","","","","","","","","",""
"1442","","False","","C24 H35 N7 O2","Full match","No results","No results","No match","No match","2.46","453.28634","452.27906","5.524","9633577.54786922","4","0","","","","Single match found","No matches found","PreferredDDA","[M-H]-1","2557782.27014057","1300454.80217101","1340157.71082893","4329666.09022519","256319.937393916","68.0225623527776","95.7508063047104","102.732692672625","72.8303156051733","48.3635001992523","1.909","0.970","3.231","0.191","0.300","0.059","0.93","-0.04","1.69","-2.39","-1.74","-4.08","0.959876023589888","0.991474665225122","0.656441853534724","0.194686376509064","0.386617871947954","0.00846954006767542","0.999999999990232","0.999999999971901","0.99999999999954","0.573982194925272","0.999999999980223","0.0644953211570577","5.6","","","","","4.8","","","1.6","5.2","","","","","","","","","","","4.5","","","","1.2","3.1","","","","5.6","","","4.2","","","","","2.1","","",""
"1449","","False","","C23 H45 Cl O4","Full match","No results","No results","No results","No results","2.05","420.30150","419.29422","8.378","2354813.81741981","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","970846.999453225","539139.91606566","461467.230643279","611464.997270576","113235.219844523","79.0777888410738","73.89572195172","58.2229237084392","75.2690096710092","27.5984828878696","2.104","1.168","1.325","0.245","0.882","0.185","1.07","0.22","0.41","-2.03","-0.18","-2.43","0.555364841985187","0.997302125339956","0.990530321298059","0.33677569863028","0.999936855895786","0.15149108819568","0.999999999990232","0.999999999971901","0.99999999999954","0.818376441722728","0.999999999980223","0.420960925076618","6.7","6.7","","6.0","","","3.1","","5.8","","","","","","","3.3","2.0","","5.2","","","","","","0.6","","","","5.8","","","3.5","1.7","","","","","","","",""
"1457","","False","","","No results","No results","No results","No results","No results","","418.28540","417.27812","7.987","4611825.53773992","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","1077479.22183001","1252233.63232949","1318783.9714086","1590580.82597261","308478.55538961","96.8658352442429","96.7693312925519","67.7838463212411","74.9144621563997","57.0166842419667","0.817","0.950","1.206","0.234","0.787","0.194","-0.29","-0.07","0.27","-2.10","-0.35","-2.37","0.999367864882249","0.999999984468161","0.995285421152358","0.423694426835719","0.996001499253369","0.233882698752247","0.999999999990232","0.999999999971901","0.99999999999954","0.936701577101948","0.999999999980223","0.554158008358068","5.2","1.8","","","","","4.6","0.8","2.3","","3.1","","","3.0","","","2.2","2.0","3.0","","2.0","","","3.1","","1.6","","2.7","1.4","5.2","4.1","2.7","","","","","","","","",""
"1478","","False","NP-022228","C32 H50 O5","No match","Invalid mass","No results","No results","No match","89442.83","560.37216","559.36488","5.349","6279420.66223882","0","1","58.9","44.3","","Single match found","No matches found","PreferredDDA","[M-H]-1","380653.82818885","1720508.0684844","1400032.9502087","2565415.41229572","574287.051097042","67.411482036918","85.259826869221","111.851490344806","79.1592999733706","109.416718179626","0.272","1.229","1.832","0.410","0.671","0.224","-1.88","0.30","0.87","-1.29","-0.58","-2.16","0.558871723709954","0.999897914120366","0.937090761134578","0.845475768748881","0.888964880693755","0.395691738167609","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.786009062562988","5.6","4.6","","3.1","","","","","0.2","3.3","3.5","","4.2","4.8","","4.8","3.9","","","2.3","4.5","","","5.6","3.9","","","4.1","","1.4","","5.2","3.0","","4.1","","","2.3","2.0","1.0",""
"1501","","False","","C20 H33 N4 O3 P","Full match","No results","No results","No match","No results","-2.52","408.22800","407.22072","7.098","4628609.48797469","2","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","1854162.59635077","2064181.01915605","2623914.88515292","857387.909454599","1306100.82277793","64.9359625520231","43.8688369323601","55.6579139336336","46.7978159977345","29.04477049127","0.707","0.787","0.327","0.498","2.408","1.523","-0.50","-0.35","-1.61","-1.01","1.27","0.61","0.958793053512023","0.984194420810708","0.0324624750016881","0.3954792980821","0.106387941362426","0.712172198268425","0.999999999990232","0.999999999971901","0.276805774864694","0.89532992125423","0.999999999980223","0.999999999998553","6.5","3.5","4.8","5.2","6.4","","","","","2.2","4.2","5.2","3.9","","3.0","3.3","3.7","2.7","2.1","2.2","2.6","2.2","","4.1","4.6","6.5","","","","","2.7","2.0","3.1","6.4","6.2","4.1","","6.4","","3.4","6.4"
"1502","","False","","","No results","No results","No results","No results","No results","","347.67832","346.67104","0.629","2136290.31552014","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","52095.6622207045","34362.5168940066","50518.262973961","34252.4119458719","34451.450649404","206.716983887265","62.149196240477","127.926757024292","56.8387898566794","37.2077270303224","1.031","0.680","0.678","0.682","1.003","1.006","0.04","-0.56","-0.56","-0.55","0.00","0.01","0.993073578288855","0.609239718745807","0.526002087255881","0.602569219338563","0.99992453702284","0.999945868907","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.5","6.5","","4.8","","","","","","","","","","","","","","","","","","","","4.0","6.3","","","","","","","","","","","","","","","",""
"1575","","False","(4S)-4-[(3aS,4S,7aR)-4-Hydroxy-6-methyl-3-methylene-2-oxo-2,3,3a,4,7,7a-hexahydro-1-benzofuran-5-yl]pentyl acetate","C17 H24 O5","No match","Invalid mass","No results","No match","No results","-58444.05","290.15212","289.14484","2.166","14519069.6213495","10","1","89.8","9.5","","No matches found","No matches found","PreferredDDA","[M-H]-1","2071660.56334521","461375.837553788","2772087.91412404","3036454.84948971","372637.497678344","97.0514665767786","138.785409680911","128.13886282403","83.567751915756","77.4702083841453","0.747","0.166","1.095","0.134","0.152","0.123","-0.42","-2.59","0.13","-2.90","-2.72","-3.03","0.999997327977815","0.808875562369117","0.963885900103599","0.42907746481266","0.41713266563412","0.142248710236249","0.999999999990232","0.999999999971901","0.99999999999954","0.940900241649709","0.999999999980223","0.408391458420198","5.8","4.8","1.0","4.5","2.5","3.5","5.6","5.2","1.4","2.7","1.0","","","3.3","0.2","0.2","5.2","4.5","","5.8","4.8","","2.0","5.2","","4.1","","3.7","4.5","3.3","4.8","4.3","4.8","0.8","","0.2","0.2","0.2","0.8","",""
"1583","","False","13,14-dihydro-15-keto-tetranor Prostaglandin E2","C16 H26 O5","No match","Invalid mass","No results","No match","No match","-60401.12","280.16774","279.16046","5.368","6733229.95688202","7","1","51.8","7.6","","Single match found","No matches found","PreferredDDA","[M-H]-1","2377174.53193109","1693037.33898897","4723728.20734708","1385574.28648595","2512229.71636242","73.0195571745266","68.7100452214881","24.1877817969761","85.8573330036331","34.6416201361324","0.503","0.358","0.293","0.532","1.222","1.813","-0.99","-1.48","-1.77","-0.91","0.29","0.86","0.503345335253626","0.0813093813514083","0.0377206501004429","0.592027038412309","0.99710940894568","0.549861819832962","0.999999999990232","0.490612538323752","0.301765200803543","0.999999999839485","0.999999999980223","0.951861718791359","6.6","6.0","6.4","4.5","4.1","0.8","5.0","","5.8","1.6","3.5","","4.5","3.1","2.7","6.4","2.3","5.5","5.9","6.6","4.7","5.9","5.9","6.6","6.2","5.4","0.0","2.7","6.0","4.1","3.1","2.7","0.5","6.5","5.9","5.4","4.4","3.6","6.5","6.5","6.1"
"1643","","False","[Similar to: Cytidine; ?Mass: 74.0387 Da]","C13 H23 N3 O2 S2","Full match","Invalid mass","No results","No results","No results","3.30","317.12421","316.11694","0.616","3673106.29513974","0","4","","","67.0","No matches found","No matches found","PreferredDDA","[M-H]-1","178900.660192188","96442.1984139151","157328.940648262","232156.076965343","98969.9891576853","41.5750500148147","111.913490856356","159.713740525945","132.895713441026","33.4050158110038","1.137","0.613","1.476","0.629","0.415","0.426","0.19","-0.71","0.56","-0.67","-1.27","-1.23","0.981595225715361","0.956416173575514","0.957801963632064","0.361015356997014","0.642828595559038","0.104582443169202","0.999999999990232","0.999999999971901","0.99999999999954","0.852547045379349","0.999999999980223","0.340012326650555","6.1","","","","","","","","","3.9","3.5","","","4.8","","","","","","4.0","6.0","","","","","1.7","","6.1","","","6.0","5.3","5.8","","","","","","","",""
"1659","","False","","C30 H55 Cl N3 P","Full match","No results","No results","No results","No results","-4.55","523.37983","522.37256","9.929","7548489.08175511","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","2028699.98530633","697174.485658397","513644.627306984","734038.99576218","130439.237625322","99.1304531885658","115.929209071596","72.8322339821531","94.4495342400216","127.69894945766","3.950","1.357","1.429","0.254","0.950","0.178","1.98","0.44","0.52","-1.98","-0.07","-2.49","0.855417527492125","0.999999368527917","0.99982426810225","0.639152168102874","0.999582359031105","0.536209700220394","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.939191406044086","6.0","4.6","3.9","3.9","1.5","4.6","4.8","6.0","5.1","4.4","5.2","","3.3","5.0","","4.6","3.0","3.5","3.9","3.3","4.2","2.9","5.0","1.7","2.9","3.7","","5.4","4.0","5.2","6.0","3.9","3.6","1.1","4.2","1.9","2.9","3.3","1.1","0.4","1.1"
"1660","","False","Alloca","C23 H38 O6","Full match","No results","No results","Full match","No results","2.41","410.26783","409.26055","6.298","13544194.8723481","2","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","341815.223884831","208992.384585695","439233.43234397","2354606.93267812","307057.04984627","81.9891681938369","43.2274273941533","65.5373119261267","126.910496354661","178.617696332527","0.778","0.476","5.361","0.699","0.089","0.130","-0.36","-1.07","2.42","-0.52","-3.49","-2.94","0.999633457234356","0.782301435379678","0.118471758545421","0.999322519634244","0.00761674227322773","0.186371032367785","0.999999999990232","0.999999999971901","0.638750471020558","0.999999999839485","0.602568944282016","0.476467414886401","5.0","3.5","","2.0","","","1.7","","","","","","","","","","2.5","3.5","1.2","4.2","","","","3.1","","","","4.8","4.8","3.9","4.5","1.6","5.0","","4.1","","","","","",""
"1662","","False","","C22 H31 Cl3 S","Full match","No results","No results","No results","No results","-1.13","432.12072","431.11344","8.348","5001485.2315567","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","1109562.02334009","427827.326803472","927871.310018959","668203.648003333","459000.361311597","95.6690798675179","52.5692952526474","87.1776622376726","61.4094423578287","65.7952007925647","1.196","0.461","0.720","0.495","0.640","0.687","0.26","-1.12","-0.47","-1.02","-0.64","-0.54","0.938401911490912","0.55642249376749","0.821822988178689","0.72207947083586","0.990889363721715","0.999732499530606","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.999999999998553","6.0","","","","","4.2","2.2","4.6","4.8","","","","2.9","","","","","2.7","6.0","2.5","5.2","","3.1","","","3.5","","","","2.7","","","","","0.2","","1.6","","","",""
"1671","","False","","C4 H6 N6 O4","Full match","No results","No results","No match","No results","-0.75","202.04490","201.03766","0.685","5901998.15810642","1","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","100858.914790406","1619548.36728551","1253418.12197063","287722.573615333","824145.191922408","134.304762665926","76.0815507119368","108.705257236013","164.230280833031","65.8685031770964","0.080","1.292","0.230","0.658","5.629","2.864","-3.64","0.37","-2.12","-0.60","2.49","1.52","0.577859600385582","0.996524897323066","0.803790768333317","0.997612342281282","0.597037266007453","0.617308367169119","0.999999999990232","0.999999999971901","0.99999999999954","0.999999999839485","0.999999999980223","0.99778333126995","6.7","","6.1","2.3","6.7","","","","5.6","6.1","5.8","6.4","5.4","6.4","6.1","6.1","4.5","","","6.1","6.4","5.4","4.2","6.0","6.1","2.0","","6.1","4.5","","6.0","2.9","4.4","4.4","6.0","4.6","6.0","5.4","5.8","4.6","4.6"
"1682","","False","","C2 H4 Cl N4 O4 P S","Full match","No results","No results","No results","No results","-1.99","245.93745","280.90695","0.654","2579667.39928523","0","0","","","","No matches found","No matches found","OtherDDA","[M+Cl]-1","185443.278475531","185393.753335828","128313.12532276","1374957.34336052","50876.9246953061","130.638097249276","117.323464684153","85.9345881200395","62.7032852764125","133.083737950515","1.445","1.445","10.716","0.397","0.135","0.037","0.53","0.53","3.42","-1.33","-2.89","-4.76","0.997452463345634","0.995056174701867","0.103806106804707","0.515550443926197","0.219543316070682","0.00187871332766898","0.999999999990232","0.999999999971901","0.584268363991709","0.999999999839485","0.999999999980223","0.0245439245743177","5.9","","","","","4.8","5.0","5.8","","3.9","3.3","","","3.5","","","1.7","5.9","4.9","4.4","","","","","","","","3.1","5.6","5.4","","","","","","","","","","",""
"1697","","False","Osimertinib","C28 H33 N7 O2","No results","No results","No results","No match","Full match","1.93","499.27054","498.26326","4.973","11797200.0462274","2","0","","","","Single match found","No matches found","PreferredDDA","[M-H]-1","1221648.46124805","346584.609641411","1481560.5844471","3159745.93096989","225737.511129427","86.7651990230045","118.229565385727","107.070283637761","89.3416660967353","45.1744429764676","0.825","0.234","2.133","0.152","0.110","0.071","-0.28","-2.10","1.09","-2.71","-3.19","-3.81","0.99778325294104","0.95191752824701","0.613116643289197","0.232575825805483","0.224998568901969","0.00915941931754327","0.999999999990232","0.999999999971901","0.99999999999954","0.646356037646228","0.999999999980223","0.0675803787988685","5.8","1.6","","3.7","","3.3","1.2","2.2","","2.2","3.3","","","1.6","","","","3.7","2.5","4.8","3.0","","","3.3","","2.6","","3.3","4.8","","5.8","3.0","3.5","","","","","","","",""
